2026-02-10 16:33:56.546 | INFO     | negociador:__init__:228 - Logs guardados en /home/hlocal/Documents/pln/pln/app/logs/AmarNoEsDelito.log
2026-02-10 16:44:14.175 | INFO     | negociador:__init__:228 - Logs guardados en /home/hlocal/Documents/pln/pln/app/logs/AmarNoEsDelito.log
2026-02-10 16:47:23.164 | INFO     | negociador:__init__:228 - Logs guardados en /home/hlocal/Documents/pln/pln/app/logs/AmarNoEsDelito.log
2026-02-10 16:47:23.170 | WARNING  | api_client:crear_alias:80 - Error creando alias: status 403
2026-02-10 16:47:23.178 | DEBUG    | negociador:_ejecutar_ronda:1089 - ℹ️ [INFO] Estado actual | {'oro': 14, 'necesidades': {'ladrillos': 5, 'trigo': 4, 'madera': 5}, 'excedentes': {'arroz': 1, 'tela': 5}, 'objetivo_completado': False}
2026-02-10 16:47:23.179 | DEBUG    | negociador:_ejecutar_ronda:1105 - ℹ️ [INFO] Procesando buzón…
2026-02-10 16:47:23.179 | DEBUG    | negociador:_procesar_buzon:874 - 📥 [RECEPCION] Carta de a | {'asunto': 'Oferta de trueque', 'mensaje': 'Hola, tengo estos recursos de sobra:\n- ladrillos: 1\n- piedra: 4\n- tela: 4\n- oro: 8\n- arroz: 1\n'}
2026-02-10 16:47:29.327 | DEBUG    | negociador:_analizar_mensaje:366 - • [DEBUG] IA unificada: {'es_aceptacion': False, 'es_estafa': False, 'ofrecen': {}, 'piden': {}, 'razon': 'Mensaje de anuncio de recursos sin propuesta de intercambio'}
2026-02-10 16:47:29.328 | DEBUG    | negociador:_procesar_buzon:931 - 🔍 [ANALISIS] Carta de a analizada | {'ofrecen': {}, 'piden': {}, 'aceptar': False, 'razon': 'oferta incompleta (falta ofrecen o piden)'}
2026-02-10 16:47:29.329 | DEBUG    | negociador:_procesar_buzon:1016 - ℹ️ [INFO] Mensaje de a sin propuesta clara: oferta incompleta (falta ofrecen o piden)
2026-02-10 16:47:29.334 | DEBUG    | negociador:_ejecutar_ronda:1116 - ℹ️ [INFO] Enviando propuestas…
2026-02-10 16:52:13.522 | INFO     | negociador:__init__:228 - Logs guardados en /home/hlocal/Documents/pln/pln/app/logs/AmarNoEsDelito.log
2026-02-10 16:52:13.528 | WARNING  | api_client:crear_alias:93 - Error creando alias: status 403
2026-02-10 16:52:13.540 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'garibaldi', 'ip': '147.96.84.153'} -> garibaldi
2026-02-10 16:52:13.540 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'trilobite', 'ip': '147.96.84.145'} -> trilobite
2026-02-10 16:52:13.540 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'burrito sabanero', 'ip': '147.96.84.144'} -> burrito sabanero
2026-02-10 16:52:13.540 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'LOS ELEGIDOS', 'ip': '147.96.84.140'} -> LOS ELEGIDOS
2026-02-10 16:52:13.540 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'tung tung tung sahur', 'ip': '147.96.84.150'} -> tung tung tung sahur
2026-02-10 16:52:13.540 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'ardilla feroz', 'ip': '147.96.84.138'} -> ardilla feroz
2026-02-10 16:52:13.540 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'lobo leal', 'ip': '147.96.84.142'} -> lobo leal
2026-02-10 16:52:13.540 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'mapache leal', 'ip': '147.96.84.143'} -> mapache leal
2026-02-10 16:52:13.540 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Mercader_Supremo_01', 'ip': '147.96.84.148'} -> Mercader_Supremo_01
2026-02-10 16:52:13.540 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'PUMBA', 'ip': '147.96.84.152'} -> PUMBA
2026-02-10 16:52:13.541 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'AmarNoEsDelito', 'ip': '147.96.84.151'} -> AmarNoEsDelito
2026-02-10 16:52:13.541 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'profe', 'ip': '147.96.81.252'} -> profe
2026-02-10 16:52:13.541 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Nortenios', 'ip': '147.96.84.146'} -> Nortenios
2026-02-10 16:52:13.541 | DEBUG    | negociador:_ejecutar_ronda:1092 - ℹ️ [INFO] Estado actual | {'oro': 14, 'necesidades': {'ladrillos': 5, 'trigo': 4, 'madera': 5}, 'excedentes': {'arroz': 1, 'tela': 5}, 'objetivo_completado': False}
2026-02-10 16:52:13.542 | DEBUG    | negociador:_ejecutar_ronda:1108 - ℹ️ [INFO] Procesando buzón…
2026-02-10 16:52:13.542 | DEBUG    | negociador:_procesar_buzon:877 - 📥 [RECEPCION] Carta de burrito sabanero | {'asunto': 'Propuesta', 'mensaje': 'Necesito:\n{\n  "tela": 2,\n  "madera": 5,\n  "ladrillos": 3\n}\n\nOfrezco:\n{\n  "piedra": 4,\n  "queso": 3\n}\n\nSi te interesa intercambiar, por favor propón un'}
2026-02-10 16:52:19.204 | DEBUG    | negociador:_analizar_mensaje:369 - • [DEBUG] IA unificada: {'es_aceptacion': False, 'es_estafa': False, 'ofrecen': {'piedra': 4, 'queso': 3}, 'piden': {'ladrillos': 3, 'madera': 5, 'tela': 2}, 'razon': 'El mensaje es una propuesta de intercambio estándar sin señales de estafa o aceptación previa.'}
2026-02-10 16:52:19.205 | DEBUG    | negociador:_procesar_buzon:934 - 🔍 [ANALISIS] Carta de burrito sabanero analizada | {'ofrecen': {'piedra': 4, 'queso': 3}, 'piden': {'ladrillos': 3, 'madera': 5, 'tela': 2}, 'aceptar': False, 'razon': 'no ofrecen nada de lo que necesito'}
2026-02-10 16:52:19.206 | DEBUG    | negociador:_procesar_buzon:1010 - 🧠 [DECISION] RECHAZO oferta de burrito sabanero (no ofrecen nada de lo que necesito)
2026-02-10 16:52:19.210 | DEBUG    | negociador:_enviar_carta:631 - 📤 [ENVIO] Carta a burrito sabanero | {'asunto': 'Re: Propuesta', 'cuerpo': 'Gracias por la oferta, burrito sabanero, pero por ahora no me conviene ese intercambio. Saludos, Ama…', 'exito': True}
2026-02-10 16:52:19.214 | DEBUG    | negociador:_ejecutar_ronda:1119 - ℹ️ [INFO] Enviando propuestas…
2026-02-10 16:52:19.217 | DEBUG    | negociador:_enviar_carta:631 - 📤 [ENVIO] Carta a garibaldi | {'asunto': 'Propuesta: mi 1 arroz por tu 2 ladrillos', 'cuerpo': 'Hola garibaldi, soy AmarNoEsDelito. Te propongo un intercambio: yo te doy 1 arroz y tú me das 2 ladr…', 'exito': True}
2026-02-10 16:52:19.218 | DEBUG    | negociador:_enviar_propuestas:1059 - ℹ️ [INFO] Acuerdo pendiente con garibaldi: dar={'arroz': 1}, pedir={'ladrillos': 2}
2026-02-10 16:52:20.224 | DEBUG    | negociador:_enviar_carta:631 - 📤 [ENVIO] Carta a trilobite | {'asunto': 'Propuesta: mi 3 tela por tu 2 trigo', 'cuerpo': 'Hola trilobite, soy AmarNoEsDelito. Te propongo un intercambio: yo te doy 3 tela y tú me das 2 trigo…', 'exito': True}
2026-02-10 16:52:20.227 | DEBUG    | negociador:_enviar_propuestas:1059 - ℹ️ [INFO] Acuerdo pendiente con trilobite: dar={'tela': 3}, pedir={'trigo': 2}
2026-02-10 16:52:21.236 | DEBUG    | negociador:_enviar_carta:631 - 📤 [ENVIO] Carta a burrito sabanero | {'asunto': 'Propuesta: mi 2 tela por tu 2 madera', 'cuerpo': 'Hola burrito sabanero, soy AmarNoEsDelito. Te propongo un intercambio: yo te doy 2 tela y tú me das …', 'exito': True}
2026-02-10 16:52:21.238 | DEBUG    | negociador:_enviar_propuestas:1059 - ℹ️ [INFO] Acuerdo pendiente con burrito sabanero: dar={'tela': 2}, pedir={'madera': 2}
2026-02-10 16:52:22.245 | DEBUG    | negociador:_enviar_carta:631 - 📤 [ENVIO] Carta a LOS ELEGIDOS | {'asunto': 'Propuesta: mi 4 oro por tu 2 ladrillos', 'cuerpo': 'Hola LOS ELEGIDOS, soy AmarNoEsDelito. Te propongo un intercambio: yo te doy 4 oro y tú me das 2 lad…', 'exito': True}
2026-02-10 16:52:22.247 | DEBUG    | negociador:_enviar_propuestas:1059 - ℹ️ [INFO] Acuerdo pendiente con LOS ELEGIDOS: dar={'oro': 4}, pedir={'ladrillos': 2}
2026-02-10 16:52:23.253 | DEBUG    | negociador:_enviar_carta:631 - 📤 [ENVIO] Carta a tung tung tung sahur | {'asunto': 'Propuesta: mi 4 oro por tu 2 ladrillos', 'cuerpo': 'Hola tung tung tung sahur, soy AmarNoEsDelito. Te propongo un intercambio: yo te doy 4 oro y tú me d…', 'exito': True}
2026-02-10 16:52:23.254 | DEBUG    | negociador:_enviar_propuestas:1059 - ℹ️ [INFO] Acuerdo pendiente con tung tung tung sahur: dar={'oro': 4}, pedir={'ladrillos': 2}
2026-02-10 16:52:24.261 | DEBUG    | negociador:_enviar_carta:631 - 📤 [ENVIO] Carta a ardilla feroz | {'asunto': 'Propuesta: mi 4 oro por tu 2 ladrillos', 'cuerpo': 'Hola ardilla feroz, soy AmarNoEsDelito. Te propongo un intercambio: yo te doy 4 oro y tú me das 2 la…', 'exito': True}
2026-02-10 16:52:24.262 | DEBUG    | negociador:_enviar_propuestas:1059 - ℹ️ [INFO] Acuerdo pendiente con ardilla feroz: dar={'oro': 4}, pedir={'ladrillos': 2}
2026-02-10 16:52:25.264 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para lobo leal
2026-02-10 16:52:25.265 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para mapache leal
2026-02-10 16:52:25.267 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para Mercader_Supremo_01
2026-02-10 16:52:25.268 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para PUMBA
2026-02-10 16:52:25.269 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para profe
2026-02-10 16:52:25.270 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para Nortenios
2026-02-10 16:52:25.270 | DEBUG    | negociador:_ejecutar_ronda:1131 - ℹ️ [INFO] Ronda rápida (11.7s) — esperando 3s para recibir respuestas
2026-02-10 16:52:58.545 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'garibaldi', 'ip': '147.96.84.153'} -> garibaldi
2026-02-10 16:52:58.545 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'trilobite', 'ip': '147.96.84.145'} -> trilobite
2026-02-10 16:52:58.546 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'burrito sabanero', 'ip': '147.96.84.144'} -> burrito sabanero
2026-02-10 16:52:58.546 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'LOS ELEGIDOS', 'ip': '147.96.84.140'} -> LOS ELEGIDOS
2026-02-10 16:52:58.546 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'tung tung tung sahur', 'ip': '147.96.84.150'} -> tung tung tung sahur
2026-02-10 16:52:58.546 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'ardilla feroz', 'ip': '147.96.84.138'} -> ardilla feroz
2026-02-10 16:52:58.547 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'lobo leal', 'ip': '147.96.84.142'} -> lobo leal
2026-02-10 16:52:58.547 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'mapache leal', 'ip': '147.96.84.143'} -> mapache leal
2026-02-10 16:52:58.547 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Mercader_Supremo_01', 'ip': '147.96.84.148'} -> Mercader_Supremo_01
2026-02-10 16:52:58.547 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'PUMBA', 'ip': '147.96.84.152'} -> PUMBA
2026-02-10 16:52:58.548 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'AmarNoEsDelito', 'ip': '147.96.84.151'} -> AmarNoEsDelito
2026-02-10 16:52:58.548 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'profe', 'ip': '147.96.81.252'} -> profe
2026-02-10 16:52:58.548 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Nortenios', 'ip': '147.96.84.146'} -> Nortenios
2026-02-10 16:52:58.548 | DEBUG    | negociador:_ejecutar_ronda:1092 - ℹ️ [INFO] Estado actual | {'oro': 14, 'necesidades': {'ladrillos': 5, 'trigo': 4, 'madera': 5}, 'excedentes': {'arroz': 1, 'tela': 5}, 'objetivo_completado': False}
2026-02-10 16:52:58.550 | DEBUG    | negociador:_ejecutar_ronda:1108 - ℹ️ [INFO] Procesando buzón…
2026-02-10 16:52:58.552 | DEBUG    | negociador:_ejecutar_ronda:1119 - ℹ️ [INFO] Enviando propuestas…
2026-02-10 16:52:58.553 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para garibaldi
2026-02-10 16:52:58.554 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para trilobite
2026-02-10 16:52:58.555 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para burrito sabanero
2026-02-10 16:52:58.556 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para LOS ELEGIDOS
2026-02-10 16:52:58.557 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para tung tung tung sahur
2026-02-10 16:52:58.558 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para ardilla feroz
2026-02-10 16:52:58.559 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para lobo leal
2026-02-10 16:52:58.560 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para mapache leal
2026-02-10 16:52:58.561 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para Mercader_Supremo_01
2026-02-10 16:52:58.561 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para PUMBA
2026-02-10 16:52:58.562 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para profe
2026-02-10 16:52:58.562 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para Nortenios
2026-02-10 16:52:58.563 | DEBUG    | negociador:_ejecutar_ronda:1131 - ℹ️ [INFO] Ronda rápida (0.0s) — esperando 15s para recibir respuestas
2026-02-10 16:53:43.549 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'garibaldi', 'ip': '147.96.84.153'} -> garibaldi
2026-02-10 16:53:43.549 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'trilobite', 'ip': '147.96.84.145'} -> trilobite
2026-02-10 16:53:43.549 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'burrito sabanero', 'ip': '147.96.84.144'} -> burrito sabanero
2026-02-10 16:53:43.550 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'LOS ELEGIDOS', 'ip': '147.96.84.140'} -> LOS ELEGIDOS
2026-02-10 16:53:43.550 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'tung tung tung sahur', 'ip': '147.96.84.150'} -> tung tung tung sahur
2026-02-10 16:53:43.550 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'ardilla feroz', 'ip': '147.96.84.138'} -> ardilla feroz
2026-02-10 16:53:43.550 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'lobo leal', 'ip': '147.96.84.142'} -> lobo leal
2026-02-10 16:53:43.550 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'mapache leal', 'ip': '147.96.84.143'} -> mapache leal
2026-02-10 16:53:43.550 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Mercader_Supremo_01', 'ip': '147.96.84.148'} -> Mercader_Supremo_01
2026-02-10 16:53:43.550 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'PUMBA', 'ip': '147.96.84.152'} -> PUMBA
2026-02-10 16:53:43.551 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'AmarNoEsDelito', 'ip': '147.96.84.151'} -> AmarNoEsDelito
2026-02-10 16:53:43.551 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'profe', 'ip': '147.96.81.252'} -> profe
2026-02-10 16:53:43.551 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Nortenios', 'ip': '147.96.84.146'} -> Nortenios
2026-02-10 16:53:43.552 | DEBUG    | negociador:_ejecutar_ronda:1092 - ℹ️ [INFO] Estado actual | {'oro': 14, 'necesidades': {'ladrillos': 5, 'trigo': 4, 'madera': 5}, 'excedentes': {'arroz': 1, 'tela': 5}, 'objetivo_completado': False}
2026-02-10 16:53:43.554 | DEBUG    | negociador:_ejecutar_ronda:1108 - ℹ️ [INFO] Procesando buzón…
2026-02-10 16:53:43.554 | DEBUG    | negociador:_ejecutar_ronda:1119 - ℹ️ [INFO] Enviando propuestas…
2026-02-10 16:53:43.555 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para garibaldi
2026-02-10 16:53:43.556 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para trilobite
2026-02-10 16:53:43.557 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para burrito sabanero
2026-02-10 16:53:43.557 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para LOS ELEGIDOS
2026-02-10 16:53:43.558 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para tung tung tung sahur
2026-02-10 16:53:43.559 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para ardilla feroz
2026-02-10 16:53:43.560 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para lobo leal
2026-02-10 16:53:43.560 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para mapache leal
2026-02-10 16:53:43.561 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para Mercader_Supremo_01
2026-02-10 16:53:43.562 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para PUMBA
2026-02-10 16:53:43.563 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para profe
2026-02-10 16:53:43.563 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para Nortenios
2026-02-10 16:53:43.564 | DEBUG    | negociador:_ejecutar_ronda:1131 - ℹ️ [INFO] Ronda rápida (0.0s) — esperando 15s para recibir respuestas
2026-02-10 16:54:28.551 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'garibaldi', 'ip': '147.96.84.153'} -> garibaldi
2026-02-10 16:54:28.551 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'trilobite', 'ip': '147.96.84.145'} -> trilobite
2026-02-10 16:54:28.551 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'burrito sabanero', 'ip': '147.96.84.144'} -> burrito sabanero
2026-02-10 16:54:28.551 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'LOS ELEGIDOS', 'ip': '147.96.84.140'} -> LOS ELEGIDOS
2026-02-10 16:54:28.551 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'tung tung tung sahur', 'ip': '147.96.84.150'} -> tung tung tung sahur
2026-02-10 16:54:28.552 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'ardilla feroz', 'ip': '147.96.84.138'} -> ardilla feroz
2026-02-10 16:54:28.552 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'lobo leal', 'ip': '147.96.84.142'} -> lobo leal
2026-02-10 16:54:28.552 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'mapache leal', 'ip': '147.96.84.143'} -> mapache leal
2026-02-10 16:54:28.552 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Mercader_Supremo_01', 'ip': '147.96.84.148'} -> Mercader_Supremo_01
2026-02-10 16:54:28.552 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'PUMBA', 'ip': '147.96.84.152'} -> PUMBA
2026-02-10 16:54:28.553 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'AmarNoEsDelito', 'ip': '147.96.84.151'} -> AmarNoEsDelito
2026-02-10 16:54:28.553 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'profe', 'ip': '147.96.81.252'} -> profe
2026-02-10 16:54:28.553 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'Nortenios', 'ip': '147.96.84.146'} -> Nortenios
2026-02-10 16:54:28.553 | DEBUG    | api_client:get_gente:71 - get_gente: item dict normalizado {'alias': 'mapache gallardo', 'ip': '147.96.84.141'} -> mapache gallardo
2026-02-10 16:54:28.553 | DEBUG    | negociador:_ejecutar_ronda:1092 - ℹ️ [INFO] Estado actual | {'oro': 14, 'necesidades': {'ladrillos': 5, 'trigo': 4, 'madera': 5}, 'excedentes': {'arroz': 1, 'tela': 5}, 'objetivo_completado': False}
2026-02-10 16:54:28.555 | DEBUG    | negociador:_ejecutar_ronda:1108 - ℹ️ [INFO] Procesando buzón…
2026-02-10 16:54:28.556 | DEBUG    | negociador:_procesar_buzon:877 - 📥 [RECEPCION] Carta de burrito sabanero | {'asunto': 'Propuesta', 'mensaje': 'Necesito:\n{\n  "tela": 2,\n  "madera": 5,\n  "ladrillos": 3\n}\n\nOfrezco:\n{\n  "piedra": 4,\n  "queso": 3\n}\n\nSi te interesa intercambiar, por favor propón un'}
2026-02-10 16:54:34.381 | DEBUG    | negociador:_analizar_mensaje:369 - • [DEBUG] IA unificada: {'es_aceptacion': False, 'es_estafa': False, 'ofrecen': {'piedra': 4, 'queso': 3}, 'piden': {'ladrillos': 3, 'madera': 5, 'tela': 2}, 'razon': 'El mensaje es una propuesta de intercambio estándar, no acepta un trato previo ni muestra señales de estafa.'}
2026-02-10 16:54:34.382 | DEBUG    | negociador:_procesar_buzon:934 - 🔍 [ANALISIS] Carta de burrito sabanero analizada | {'ofrecen': {'piedra': 4, 'queso': 3}, 'piden': {'ladrillos': 3, 'madera': 5, 'tela': 2}, 'aceptar': False, 'razon': 'no ofrecen nada de lo que necesito'}
2026-02-10 16:54:34.383 | DEBUG    | negociador:_procesar_buzon:1010 - 🧠 [DECISION] RECHAZO oferta de burrito sabanero (no ofrecen nada de lo que necesito)
2026-02-10 16:54:34.387 | DEBUG    | negociador:_enviar_carta:631 - 📤 [ENVIO] Carta a burrito sabanero | {'asunto': 'Re: Propuesta', 'cuerpo': 'Gracias por la oferta, burrito sabanero, pero por ahora no me conviene ese intercambio. Saludos, Ama…', 'exito': True}
2026-02-10 16:54:34.391 | DEBUG    | negociador:_ejecutar_ronda:1119 - ℹ️ [INFO] Enviando propuestas…
2026-02-10 16:54:34.392 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para garibaldi
2026-02-10 16:54:34.392 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para trilobite
2026-02-10 16:54:34.392 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para burrito sabanero
2026-02-10 16:54:34.393 | DEBUG    | negociador:_enviar_propuestas:1040 - ℹ️ [INFO] No se generó propuesta para LOS ELEGIDOS
